codigo,pelicula,director,genero
eeeeeeeeee,Socialism (Film socialisme),Bethany Seeking,Drama
eeeeeeeeee,Nowhere in Africa (Nirgendwo in Afrika),Arv Fildery,Drama
eeeeeeeeee,Seven Invisible Men (Septyni nematomi zmones),Benedick Moresby,Drama
eeeeeeeeee,"Silencers, The",Leslie Heatlie,Action|Comedy
eeeeeeeeee,Ponette,Carter Dixey,Drama
eeeeeeeeee,Tarzan and the Lost City,Iormina Ordelt,Action|Adventure
eeeeeeeeee,"War of the Worlds, The",Frederik Kenyon,Action|Drama|Sci-Fi
eeeeeeeeee,Village of the Giants,Iona Branca,Sci-Fi
eeeeeeeeee,This Filthy World,Enrico Porritt,Comedy|Documentary
eeeeeeeeee,Swimming,Deva Pencott,Drama
eeeeeeeeee,Blindsight,Yetty Tibb,Adventure|Documentary
eeeeeeeeee,Greenwich Village: Music That Defined a Generation ,Findley Whiteman,Documentary
eeeeeeeeee,Distant Drums,Shara Trail,Action|Romance|Western
eeeeeeeeee,Extract,Gauthier Whimpenny,Comedy
eeeeeeeeee,Out of the Blue,Omero Mechell,Documentary
eeeeeeeeee,Russell Brand: Messiah Complex,Regan MacGuigan,Comedy
eeeeeeeeee,That Certain Summer,Mordecai Jakubovits,Drama
eeeeeeeeee,Il cappotto di legno,Wallis Warsap,(no genres listed)
eeeeeeeeee,Love Loves Coincidences,Trstram Pearcy,Drama|Romance
eeeeeeeeee,Artemisia,Ethe Cushion,Drama
eeeeeeeeee,Assassination,Pascale Fairey,Action|Drama|Thriller
eeeeeeeeee,Little Miss Broadway,Ceciley Chimes,Drama|Musical
eeeeeeeeee,"Treasure Hunter, The (Ci ling)",Andrei Melbury,Action|Adventure|Fantasy|Romance|Sci-Fi
eeeeeeeeee,Ashes of Time (Dung che sai duk),Mariejeanne Dalla,Drama
eeeeeeeeee,Redemption: For Robbing the Dead,Gertruda Risbie,Western
eeeeeeeeee,"Incredible Shrinking Woman, The",Glynnis Stokey,Comedy|Sci-Fi
eeeeeeeeee,Frozen,Cherise De la Yglesia,Drama
eeeeeeeeee,I Am Fishead,Cherianne Hanrott,Documentary
eeeeeeeeee,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Cart Showler,Adventure|Children|Fantasy
eeeeeeeeee,Bastard Out of Carolina,Silvester Wem,Drama
eeeeeeeeee,A Viking Saga: The Darkest Day,Wayland Pechold,Action|Adventure|Thriller
eeeeeeeeee,Foosball (Metegol),Heddi Dakhno,Adventure|Animation|Romance
eeeeeeeeee,Cactus Flower,Allen Desaur,Comedy
eeeeeeeeee,Sallah,Eada Stigers,Comedy
eeeeeeeeee,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',Val Durtnell,Documentary
eeeeeeeeee,Faces of Death 5,Antonetta Sperry,Documentary|Horror
eeeeeeeeee,Madhouse,Theodora Schwandermann,Comedy
eeeeeeeeee,Judas Kiss,Toiboid Jaime,Drama|Sci-Fi
eeeeeeeeee,Cave of Forgotten Dreams,Leigh Melior,Documentary
eeeeeeeeee,Wishful Drinking,Papageno Waslin,Documentary
eeeeeeeeee,Project A 2 ('A' gai wak juk jap),Winnah Dyble,Action|Comedy|Crime
eeeeeeeeee,"Air I Breathe, The",Letty Elham,Crime|Drama|Romance|Thriller
eeeeeeeeee,Chain of Command,Nomi Nickoles,Action|Thriller
eeeeeeeeee,Meltdown (Shu dan long wei),Stella Tylor,Action|Comedy|Crime
eeeeeeeeee,"Other, The",Teresa Scotchbrook,Drama|Horror|Mystery
eeeeeeeeee,Highway to Hell,Jacquenetta Attaway,Action|Comedy|Fantasy|Horror
eeeeeeeeee,Masterminds,Reinaldos Vile,Action|Comedy|Thriller
eeeeeeeeee,Dr. T and the Women,Valma Manach,Comedy|Romance
eeeeeeeeee,Fausto 5.0,Erin Toffanini,Horror
eeeeeeeeee,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls),Darrick Beglin,Drama
eeeeeeeeee,Versailles,Vania Offiler,Drama
eeeeeeeeee,"World Without Thieves, A (Tian xia wu zei)",Teena Ginger,Action|Crime|Drama
eeeeeeeeee,That Most Important Thing: Love (L'important c'est d'aimer),Matty Angeli,Drama|Romance
eeeeeeeeee,Star Wars: Episode V - The Empire Strikes Back,Valera Ruzicka,Action|Adventure|Sci-Fi
eeeeeeeeee,"Second Time Around, The",Odette Taudevin,Comedy|Western
eeeeeeeeee,Kleines Arschloch - Der Film,Bebe Dreamer,Animation|Comedy
eeeeeeeeee,Listen to Britain,Deni Brosoli,Documentary
eeeeeeeeee,Map of the Sounds of Tokyo,Melloney Sapena,Drama|Thriller
eeeeeeeeee,Fraternity Vacation,Lexine Gathercoal,Comedy|Romance
eeeeeeeeee,"Broken Hearts Club, The",Caressa Alchin,Drama
eeeeeeeeee,Them!,Gianina Kennally,Horror|Sci-Fi|Thriller
eeeeeeeeee,"Monitor, The (Babycall)",Conant Happel,Horror|Thriller
eeeeeeeeee,"Hunter, The",Lusa Yele,Drama
eeeeeeeeee,Homevideo,Verile Haney,Drama
eeeeeeeeee,Moving Violations,Davis Howship,Comedy
eeeeeeeeee,Without Love,Jenny Dulinty,Comedy|Romance
eeeeeeeeee,Antisocial,Dido Nickerson,Horror|Sci-Fi|Thriller
eeeeeeeeee,Horns,Marylee Mealand,Horror|Mystery
eeeeeeeeee,Prick Up Your Ears,Marten Rudsdell,Comedy|Drama
eeeeeeeeee,A.K.A. Don Bonus,Rebekkah Peachman,Documentary
eeeeeeeeee,"Greatest, The",Hirsch Real,Drama|Romance
eeeeeeeeee,Gigli,Tatum Frankham,Comedy|Crime|Romance
eeeeeeeeee,"Jerk Theory, The",Elizabet Davydkov,Comedy
eeeeeeeeee,Ice Bound,Liva Cousens,Drama
eeeeeeeeee,Joe Somebody,Darcee Margetts,Comedy|Drama|Romance
eeeeeeeeee,Love unto Death (L'amour a mort),Polly Syder,Drama
eeeeeeeeee,"Bravados, The",Trace Grayshan,Drama|Western
eeeeeeeeee,"Possession, The",Raffaello Janu,Horror|Thriller
eeeeeeeeee,Poor Us: An Animated History of Poverty,Niven Balmadier,Animation|Documentary
eeeeeeeeee,"Our Lady of the Assassins (Virgen de los sicarios, La)",Roanne Surmeir,Crime|Drama|Romance
eeeeeeeeee,"Glass Menagerie, The",Babs Gristhwaite,Drama
eeeeeeeeee,Born Free,Zared Kingswell,Adventure|Children|Drama
eeeeeeeeee,"Little Trip to Heaven, A",Saunder Warbrick,Drama|Thriller
eeeeeeeeee,Tales from the Crypt Presents: Bordello of Blood,Lainey Prine,Comedy|Horror
eeeeeeeeee,Farsan,Elyssa Audley,Comedy
eeeeeeeeee,Not Another Not Another Movie,Wendell Standbridge,Comedy
eeeeeeeeee,Above the Rim,Serene Fortman,Crime|Drama
eeeeeeeeee,Harrison's Flowers,Urbain Jindracek,Drama
eeeeeeeeee,"Town, The",Bird D'Almeida,Crime|Drama|Thriller
eeeeeeeeee,"Watcher in the Woods, The",Jamie Wickwarth,Children|Horror|Mystery|Thriller
eeeeeeeeee,44 Minutes: The North Hollywood Shoot-Out,Adelbert Palffrey,Action|Crime
eeeeeeeeee,Neds,Udale Palfery,Drama
eeeeeeeeee,Pulse,Ina Jacobs,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
eeeeeeeeee,"Road, Movie",Bronny Gounet,Comedy|Drama|Fantasy
eeeeeeeeee,Who Framed Roger Rabbit?,Danika Mattiuzzi,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
eeeeeeeeee,HellBent,Jori Bulleyn,Horror|Thriller
eeeeeeeeee,Reform School Girls,Lari Blakeney,Action|Drama
eeeeeeeeee,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),Benson Mamwell,Action|Animation
eeeeeeeeee,"Secret of Kells, The",Bamby Farlamb,Animation|Fantasy
eeeeeeeeee,American Yakuza,Helen Costan,Action|Drama|Thriller
eeeeeeeeee,Sun Valley Serenade,Ewen Guiton,Comedy|Musical|Romance
eeeeeeeeee,Blue Hawaii,Alie Langwade,Comedy|Musical
eeeeeeeeee,American Kickboxer 2 (American Kickboxer 2: To the Death),Lyn Grocutt,Action
eeeeeeeeee,"Thief of Paris, The (Le voleur)",Konstance Trassler,Comedy|Crime|Drama
eeeeeeeeee,Where the Day Takes You,Lorne Mattis,Drama
eeeeeeeeee,Talhotblond:,Pamella Glader,Documentary|Thriller
eeeeeeeeee,Devil,Cristin Finch,Horror|Mystery|Thriller
eeeeeeeeee,+1,Dorree Khadir,Sci-Fi|Thriller
eeeeeeeeee,Hollywood Canteen,Engracia Battill,Comedy|Musical|Romance
eeeeeeeeee,"Harvest Month, The (Elokuu)",Willy Vampouille,Drama
eeeeeeeeee,No Strings Attached,Mollee Musprat,Comedy|Romance
eeeeeeeeee,The Very Thought of You,Dennie Sherborn,Drama|Romance
eeeeeeeeee,"Matter of Life and Death, A (Stairway to Heaven)",Pebrook Vuittet,Drama|Fantasy|Romance
eeeeeeeeee,"Pursuit of Happyness, The",Gal Rew,Drama
eeeeeeeeee,Armageddon,Kassey Kilcoyne,Action|Romance|Sci-Fi|Thriller
eeeeeeeeee,Raspberry Boat Refugee,My Dunford,Comedy
eeeeeeeeee,"Players, The (Les infidèles)",Baron Couser,Comedy
eeeeeeeeee,Smokey and the Bandit,Kelly De Dei,Action|Comedy
eeeeeeeeee,My Life as McDull (Mak dau goo si),Davina Batecok,Animation|Comedy|Drama
eeeeeeeeee,"Sorry, Wrong Number",Kaiser Lofthouse,Drama|Film-Noir|Thriller
eeeeeeeeee,Punk in London,Rad Wilby,Documentary|Musical
eeeeeeeeee,Ironclads,Ike Blennerhassett,Drama|Romance|War
eeeeeeeeee,Black Rainbow,Franzen Rowlett,Thriller
eeeeeeeeee,Air Force,Estelle Pavinese,Action|Drama|War
eeeeeeeeee,China Seas,Judon Osipov,Action|Adventure|Drama|Romance
eeeeeeeeee,Sex and Lucia (Lucía y el sexo),Arney Darridon,Drama|Romance
eeeeeeeeee,Deep Rising,Pauly Merkle,Action|Horror|Sci-Fi
eeeeeeeeee,Rusalochka (The Little Mermaid),Ernesta Dunseith,Children|Fantasy|Musical|Romance
eeeeeeeeee,Whitecoats,Krishna Aindrais,Comedy
eeeeeeeeee,Tenderness (Hellyys),Derrik Sorsbie,Comedy
eeeeeeeeee,Quartet,Fernande Bloxland,Comedy|Drama
eeeeeeeeee,The Fourth War,Sandye Feasley,Drama|Thriller
eeeeeeeeee,"No Deposit, No Return",Aggi Ferrant,Children|Comedy
eeeeeeeeee,Oleanna,Molly Matyashev,Drama
eeeeeeeeee,City of Joy,Tiena Gulc,Drama
eeeeeeeeee,Babes in Toyland,Newton McCutcheon,Children|Fantasy|Musical
eeeeeeeeee,"Red Spectacles, The (Jigoku no banken: akai megane)",Blane Briddock,Comedy|Drama|Sci-Fi
eeeeeeeeee,"Big Year, The",Kingston Osgerby,Comedy
eeeeeeeeee,"Beautician and the Beast, The",Neysa Willan,Comedy|Romance
eeeeeeeeee,It Happened at the World's Fair,Anselma Croxley,Comedy|Drama|Musical
eeeeeeeeee,Ghost World,Janos Bramah,Comedy|Drama
eeeeeeeeee,"Devil's Rock, The",Eulalie Pabelik,Horror|Thriller|War
eeeeeeeeee,"Last Ferry, The (Ostatni prom)",Cher Van Velden,Drama
eeeeeeeeee,"Lost Battalion, The",Tommi Hamlington,Action|Drama|War
eeeeeeeeee,"Free Soul, A",Rogers Maruska,Drama
eeeeeeeeee,"Last Remake of Beau Geste, The",Frazier Jacomb,Adventure|Comedy
eeeeeeeeee,Kinyarwanda,Audie Munroe,Drama|Romance
eeeeeeeeee,Inferno,Thebault Brewett,Horror
eeeeeeeeee,Welcome,Dore Le Fevre,Drama
eeeeeeeeee,Sleuth,Shanon Bolan,Comedy|Mystery|Thriller
eeeeeeeeee,Sick Girl,Norbert Backshall,Crime|Horror|Thriller
eeeeeeeeee,3:10 to Yuma,Ernestine Battleson,Action|Crime|Drama|Western
eeeeeeeeee,Wild Gals Of The Naked West,Jennine Lillicrap,Comedy|Western
eeeeeeeeee,"Countess, The",Ford Nairy,Drama|Thriller
eeeeeeeeee,"White Hunter, Black Heart",Matelda Corradeschi,Adventure|Drama
eeeeeeeeee,"Man Who Saw Tomorrow, The",Colene Camillo,Documentary
eeeeeeeeee,Stonewall,Jarrid Degnen,Drama
eeeeeeeeee,Brother's Keeper,Kassie Pristnor,Documentary
eeeeeeeeee,Brutal Beauty: Tales of the Rose City Rollers,Salaidh Brunsen,Documentary
eeeeeeeeee,Stage Door Canteen,Lorrie Scotland,Comedy|Musical|Romance|War
eeeeeeeeee,"Crawling Hand, The",Julianne Fosher,Horror|Sci-Fi
eeeeeeeeee,Mothra (Mosura),Lizbeth Fenich,Adventure|Fantasy|Sci-Fi
eeeeeeeeee,Reconstituirea (Reconstruction),Ellswerth Andrew,Comedy|Drama
eeeeeeeeee,Lullaby,Candide Pettwood,Drama
eeeeeeeeee,"Bourne Legacy, The",Frazer Macak,Action|Adventure|Drama|Thriller|IMAX
eeeeeeeeee,Boy Upside Down,Quintus Bernardos,Drama
eeeeeeeeee,Superman Unbound,Tod Griffithe,Action|Adventure|Animation
eeeeeeeeee,Lucrèce Borgia,Nerte De Mitri,(no genres listed)
eeeeeeeeee,"Quiet Man, The",Glory Mantram,Drama|Romance
eeeeeeeeee,Louis C.K.: Oh My God,Malena Guilleton,Comedy
eeeeeeeeee,Buchanan Rides Alone,Maren Leftley,Western
eeeeeeeeee,Faat Kiné,Abran Markovich,Comedy|Drama
eeeeeeeeee,Starcrash (a.k.a. Star Crash),Gavan Claxson,Action|Adventure|Fantasy|Sci-Fi
eeeeeeeeee,"Oily Maniac, The (You gui zi)",Connie McKeefry,Horror
eeeeeeeeee,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",Dulcie Myall,Drama|Romance
eeeeeeeeee,"Guy and a Gal, A (En kille och en tjej)",Bibbye Creamen,Comedy|Drama
eeeeeeeeee,Home Fries,Sandor Scrowson,Comedy|Romance
eeeeeeeeee,Romanzo Criminale,Daveen Lodo,Crime|Drama
eeeeeeeeee,Serving Sara,Lynn Bellward,Comedy|Romance
eeeeeeeeee,Cycling with Moliere (Alceste à bicyclette),Sonya Larway,Comedy|Drama
eeeeeeeeee,Shakespeare's Globe: Henry V,Darren Vasilechko,Drama
eeeeeeeeee,"Forgotten, The",Marvin Reed,Drama|Mystery|Sci-Fi|Thriller
eeeeeeeeee,Gnomeo & Juliet,Thom Barbe,Adventure|Animation|Children|Comedy|Fantasy|Romance
eeeeeeeeee,Beauty Is Embarrassing,Anna Manilo,Documentary
eeeeeeeeee,A Christmas Kiss,Errol Argente,Romance
eeeeeeeeee,"Mean Season, The",Rhoda Boshell,Crime|Thriller
eeeeeeeeee,Country,Yvonne MacGiolla,Drama
eeeeeeeeee,Best Boy,Shanta Furbank,Documentary
eeeeeeeeee,"Eleventh Year, The (Odinnadtsatyy) ",Efrem Corroyer,Documentary
eeeeeeeeee,"Big Stampede, The",Gunther Voss,Western
eeeeeeeeee,Forever Amber,Idalia Schonfelder,Drama
eeeeeeeeee,I Can Get It for You Wholesale,Leigh Biggen,Drama|Romance
eeeeeeeeee,My Little Eye,Will Jeandet,Horror|Mystery|Thriller
eeeeeeeeee,Sagebrush Trail,Alasdair Turrill,Western
eeeeeeeeee,Beauty Is Embarrassing,Egbert Sommerlin,Documentary
eeeeeeeeee,"Bound by Honor (a.k.a. Blood In, Blood Out)",Marj Dunan,Action|Crime|Drama|Thriller
eeeeeeeeee,Asterix: The Land of the Gods,Katee McDuall,Animation
eeeeeeeeee,Urbania,Derrek Brandrick,Drama
eeeeeeeeee,Dr. Goldfoot and the Bikini Machine,Debi Gwatkins,Comedy
eeeeeeeeee,Antz,Arnuad Goadbie,Adventure|Animation|Children|Comedy|Fantasy
eeeeeeeeee,Old Yeller,Fallon Sheasby,Children|Drama
eeeeeeeeee,Wonder Man,Aharon Simper,Comedy|Fantasy|Musical
eeeeeeeeee,Dog Day Afternoon,Lombard Baroux,Crime|Drama
eeeeeeeeee,Street Scene,Marian Reims,Drama
eeeeeeeeee,"Numbers Station, The",Forester Rubega,Action|Thriller
eeeeeeeeee,And Soon the Darkness,Camilla Comizzoli,Mystery|Thriller
eeeeeeeeee,Creep,Reeta Rives,Horror|Thriller
eeeeeeeeee,D.O.A.,Patton le Keux,Film-Noir|Mystery|Thriller
eeeeeeeeee,"Ledge, The",Ray Millery,Drama|Thriller
eeeeeeeeee,"Eagle Has Landed, The",Gabriele Sifflett,Drama|War
eeeeeeeeee,Sudden Manhattan,Opalina Watson,Comedy
eeeeeeeeee,Momma's Man,Myrlene Youle,Drama
eeeeeeeeee,Army of One (Joshua Tree),Warren Stainson,Action|Adventure|Crime|Drama|Mystery|Thriller
eeeeeeeeee,Dog Days (Hundstage),Jaquelyn Linforth,Drama
eeeeeeeeee,Tropical Fish (Re dai yu),Adrian Lisle,Comedy|Drama
eeeeeeeeee,King Lear (Korol Lir),Titus Bisp,Drama
eeeeeeeeee,Innocence,Ugo Stit,Drama|Fantasy|Mystery
eeeeeeeeee,Elstree Calling,Nefen Bayley,Comedy|Musical
eeeeeeeeee,Dead Ahead: The Exxon Valdez Disaster,Auroora Fake,Drama
eeeeeeeeee,Blindsight,Carolynn Hamshaw,Adventure|Documentary
eeeeeeeeee,Lady Snowblood (Shurayukihime),Lizbeth Harm,Action|Crime|Drama|Thriller
eeeeeeeeee,Family Plot,Marquita Cuffe,Comedy|Thriller
eeeeeeeeee,Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb',Madlen Bonson,Documentary
eeeeeeeeee,"Only Son, The (Hitori musuko)",Kort Mularkey,Drama
eeeeeeeeee,Gas,Giffie Stilldale,Comedy
eeeeeeeeee,"Crystal Ball, The",Marge Knappitt,Comedy
eeeeeeeeee,Attack of the Puppet People,Jon Shepheard,Horror|Sci-Fi
eeeeeeeeee,House of 1000 Corpses,Susi Duer,Horror
eeeeeeeeee,Bhutto,Gisella McConnell,Documentary
eeeeeeeeee,Red Hill,Derwin Prewer,Crime|Thriller|Western
eeeeeeeeee,Empire of the Sun,Astrix Maseres,Action|Adventure|Drama|War
eeeeeeeeee,Mike Birbiglia: My Girlfriend's Boyfriend,Karrah Eisak,Comedy
eeeeeeeeee,Rob Roy,Ivett Burkill,Action|Drama|Romance|War
eeeeeeeeee,Must Have Been Love,Ardyth Haestier,Drama|Romance
eeeeeeeeee,Volcano,Elsinore Clark,Action|Drama|Thriller
eeeeeeeeee,"Crazies, The (a.k.a. Code Name: Trixie)",Kerry Babonau,Action|Drama|Horror|Sci-Fi|Thriller
eeeeeeeeee,"Turkish Dance, Ella Lola",Oran Riolfo,(no genres listed)
eeeeeeeeee,"Earth Is a Sinful Song, The (Maa on syntinen laulu)",Ailene Struis,Drama
eeeeeeeeee,Michael Shayne: Private Detective,Raynard Figures,Comedy|Drama|Mystery
eeeeeeeeee,The Gruffalo's Child,Richmound Escudier,Adventure|Animation|Children|Fantasy
eeeeeeeeee,Position Among The Stars (Stand van de Sterren),Amabelle Yezafovich,Documentary
eeeeeeeeee,Kolya (Kolja),Udell Gentner,Comedy|Drama
eeeeeeeeee,Cold Storage,Brandise Heinrich,Thriller
eeeeeeeeee,Escaflowne: The Movie (Escaflowne),Valdemar Parsley,Action|Adventure|Animation|Drama|Fantasy
eeeeeeeeee,"Man Who Haunted Himself, The",Freedman Osgood,Drama|Fantasy|Horror|Mystery|Thriller
eeeeeeeeee,"Collector, The (La collectionneuse)",Nappy Lambirth,Drama
eeeeeeeeee,Woody Allen: A Documentary,Bride Borgnet,Documentary
eeeeeeeeee,Zaat,Catlaina Karys,Fantasy|Horror|Sci-Fi
eeeeeeeeee,Don's Plum,Merilyn Rosone,Drama
eeeeeeeeee,12 Angry Men,Marya Cutchee,Crime|Drama
eeeeeeeeee,Cooking Up Dreams (De ollas y sueños),Tarah Whiley,Documentary
eeeeeeeeee,Lords of Dogtown,Filbert Tulloch,Action|Comedy|Drama
eeeeeeeeee,Wrongfully Accused,Shellie Stallen,Action|Comedy
eeeeeeeeee,Comrades,Harold Mineghelli,Drama
eeeeeeeeee,"Oversimplification of Her Beauty, An",Luella Holligan,Animation|Comedy|Drama|Romance
eeeeeeeeee,Helter Skelter,Carlin Ruberry,Action|Crime|Drama|Horror
eeeeeeeeee,The Hanoi Hilton,Bertina Saltern,Drama|War
eeeeeeeeee,Cyborg 2: Glass Shadow,Erskine Constantinou,Action|Sci-Fi|Thriller
eeeeeeeeee,Of Gods and Men (Des hommes et des dieux),Charil Osselton,Drama
eeeeeeeeee,"Elvira, Mistress of the Dark",Halley Dormand,Comedy|Horror
eeeeeeeeee,Paris When It Sizzles,Ingrid Kynge,Comedy|Romance
eeeeeeeeee,"Prophet, the Gold and the Transylvanians, The (Profetul, aurul si Ardelenii)",Sallyanne Jecks,Comedy|Western
eeeeeeeeee,"Killing of America, The",Scarlett Reece,Documentary
eeeeeeeeee,Limuzins Janu nakts krasa,John Brideaux,Comedy|Drama
eeeeeeeeee,Gerry,Winonah Hatt,Adventure|Drama
eeeeeeeeee,Western Union,Filberte Brisco,Western
eeeeeeeeee,Journey to the Center of the Earth,Helli Peacher,Action|Children|Fantasy|Sci-Fi
eeeeeeeeee,"Charlie, the Lonesome Cougar",Augusto Severn,Adventure|Children
eeeeeeeeee,Rosso,Morganne Deniset,Crime|Drama
eeeeeeeeee,Angel,Dick Dell,Drama
eeeeeeeeee,Angel in My Pocket,Marina Giraudoux,Comedy
eeeeeeeeee,American Perfekt,Fidela Antwis,Crime|Drama|Thriller
eeeeeeeeee,Nights and Weekends,Isa Knibbs,Drama
eeeeeeeeee,Steel,Grady Bloxland,Action
eeeeeeeeee,Robin Hood,Cheslie Posnett,Action|Adventure|Drama|Romance|War
eeeeeeeeee,Sex Galaxy,Budd Kondratyuk,Comedy|Sci-Fi
eeeeeeeeee,Code Unknown (Code inconnu: Récit incomplet de divers voyages),Karole Deacock,Drama
eeeeeeeeee,Three Seasons,Goldarina Reucastle,Drama
eeeeeeeeee,"Story of Women (Affaire de femmes, Une)",Symon Wadly,Drama
eeeeeeeeee,"Rape of Europa, The",Rad Sanford,Documentary
eeeeeeeeee,Whistle Down the Wind,Clemens Licari,Drama
eeeeeeeeee,All the President's Men,Florette Dimock,Drama|Thriller
eeeeeeeeee,"No. 1 Ladies' Detective Agency, The",Darn Cuffe,Comedy|Crime|Mystery
eeeeeeeeee,"Burmese Harp, The (Biruma no tategoto)",Ansell Sanders,Drama|War
eeeeeeeeee,Eloise at Christmastime,Odo Banham,Children|Comedy|Drama
eeeeeeeeee,Thursday,Tamra Coll,Action|Crime|Thriller
eeeeeeeeee,"Baron of Arizona, The",Pierette Antoniottii,Drama|Romance|Western
eeeeeeeeee,Temptation (Tentação),Gwendolen Conyers,Drama|Romance
eeeeeeeeee,Hit and Run (Hit & Run),Rey Stickney,Action|Comedy|Romance
eeeeeeeeee,Heaven Is for Real,Leena Aleksandrov,Drama
eeeeeeeeee,Johnny Dangerously,Flemming Grishankov,Comedy
eeeeeeeeee,"Big Bang Love, Juvenile A (46-okunen no koi)",Frayda Goldwater,Drama
eeeeeeeeee,Little Big Man,Toby Eronie,Western
eeeeeeeeee,Blame (6 Films to Keep You Awake) (Películas para no dormir: La culpa),Ronny Brownsill,Drama|Horror|Mystery
eeeeeeeeee,9 Souls (Nain souruzu),Meaghan Wince,Drama
eeeeeeeeee,The Plague of the Zombies,Pam Di Bartolommeo,Horror
eeeeeeeeee,"Jungle Book 2, The",Vyky Westmoreland,Animation|Children
eeeeeeeeee,Nekromantik,Kendal Okey,Comedy|Horror
eeeeeeeeee,"One Percent, The",Luisa Clulee,Documentary
eeeeeeeeee,"Girl Next Door, The",Bourke Gourlay,Crime|Drama|Horror|Thriller
eeeeeeeeee,No Direction Home: Bob Dylan,Goraud Docksey,Documentary
eeeeeeeeee,Birdy,Cloris Darlison,Drama|War
